0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
502,554,482,529,537,460,464,315,484,464,415,455,457,528,534,514,0
502,555,483,530,537,408,465,322,485,465,417,455,457,528,535,515,0
502,555,485,530,537,457,465,322,485,465,418,456,458,528,536,517,0
503,555,485,531,537,421,466,318,485,465,419,456,459,528,536,517,0
504,555,484,531,538,434,467,325,486,466,420,456,459,528,537,517,0
503,555,484,532,538,434,467,327,485,467,420,454,459,528,537,517,0
504,555,485,532,538,416,467,328,486,467,420,455,460,529,537,518,0
506,556,485,532,538,462,468,332,486,467,421,454,460,529,538,519,0
506,557,486,533,539,414,469,333,487,467,422,454,461,529,539,519,0
505,556,487,533,540,474,468,333,487,467,422,454,461,529,538,519,0
